Pangasinan Word,Root Word/Lemma,English Equivalent,Part of Speech (POS) Tag
sondálo,sondálo,soldier,NOUN
soñgáw,soñgáw,"evaporation by exposure, vapor rising from ground after rain",NOUN
sóñggo,sóñggo,monkey,NOUN
soñgó,soñgó,spike-like projection from head of shrimp,NOUN
soñgót,soñgót,"mouth, upper lip",NOUN
soñgpá,soñgpá,to be opposed or resistant to,V
soñgsóñg,soñgsóñg,"to contradict, to go against wind, current or tide",V
sóno,sóno,"reserve, keep preserved",V
soób,soób,to fumigate,V
sópas,sópas,soup,NOUN
sopíl,sopíl,"to catch the attention, pull one’s leg",V
sopót,sopót,strainer,NOUN
sopsóp,sopsóp,"to suck, take repeated big sips",V
sorbÉtEs,sorbÉtEs,ice cream,NOUN
sorsór,sorsór,carpenter’s plane,NOUN
sos!,sos!,"expression of disgust, impatience, annoyance, ",INTJ
sosó,sosó,breast,NOUN
sótsot,sótsot,disembowel,V
soyát,soyát,"lazy, indolent, sluggish",ADJ
soysóy,soysóy,"frayed condition of sleeves or collar, unhemmed pieces of cloth, ",NOUN
sóysoy,sóysoy,find what had been lost,V
ssisípot,ssisípot,species of grass,NOUN
sta,Sta.,Saint,PROPN
suág,suág,to relieve another of his work so he can rest,V
sual,Sual,Sual,PROPN
suál,suál,pole or stake with iron point used for digging,NOUN
suát,suát,"reproach someone for having lied, after falsehood is discovered",V
súba,súba,"to go upstream, against the current",V
subég,subég,"quarrel, argument",NOUN
subláy,subláy,"to take turns, do in turn",V
subsúb,subsúb,carpenter’s plane,NOUN
suÉlo,suÉlo,floor,NOUN
suÉrtE,suÉrtE,"fortunate, lucky",ADJ
sugá,sugá,"prong, spike",NOUN
sugát,sugát,"cut, hurt, wound",NOUN
sugbá,sugbá,to venture forth into dangerous position,V
sugígi,sugígi,tooth brush,NOUN
súkat,súkat,"area, size",NOUN
súkay,súkay,"to investigate, search",V
súki,súki,regular and favored customer,NOUN
sukít,sukít,to plant or sow seeds,V
súko,súko,to surrender,V
súlat,súlat,letter,NOUN
sulaw,súlaw,"sunshine, glare",NOUN
sulít,sulít,"cruelty, perversity, tyranny",NOUN
sulming,súlmiñg,to look at one's reflection,V
súlmiñg,súlmiñg,"begin, start",V
súlsul,súlsul,first stage of husking rice,NOUN
súman,súman,"delicacy made from sticky rice, sugar and coconut milk",NOUN
sumbát,sumbát,"to exchange one thing for another, barter, return a favor",V
súmbra,súmbra,"withhold, keep from, hold back",V
sumpá,sumpá,"amulet, antidote",NOUN
sundalod,sundálo,soldier,NOUN
súñgpál,súñgpál,"to complete an undertaking, fulfill a promise, bring to a close",V
supErvísor,supErvísor,supervisor ,NOUN
súpot,súpot,"bag, sack",NOUN
súri,súri,"quality or fineness of gold, carat",NOUN
suspÉtsa,suspÉtsa,to suspect,V
sústo,sústo,"definite, correct, right, fit, complete",ADJ
sutil,sutil,"stubborn, naughty",ADJ
sutíl,sutíl,"to tease, joke at someone’s expense",V
ta,ta,because,SCONJ
ta,ta,"we, two, us, ka, kayo",PART
tabá,tabá,"fat, grease , oil ",NOUN
tabáco,tabáco,tobacco,NOUN
tabák,tabák,machete,NOUN
tabáñg,tabáñg,tasteless,NOUN
tábas,tabas,"cut, style",V
tabék,tabék,sustain serious wounds or injury,NOUN
tabiáyoñg,tabiáyoñg,a white variety of squash,NOUN
tabíl,tabíl,to be talkative,ADJ
taból,taból,juice,NOUN
tabón,tabón,"to cover, bury",NOUN
taboríti,taboríti,chair,NOUN
tabóy,tabóy,"to cast out, expel ",V
tadtár,tadtár,to chop up ,V
taép,taép,to winnow ,NOUN
taéw,taéw,"middle of river, ocean, deep sea ",NOUN
taga,taga,from,NOUN
tagalog,Tagalog,Tagalog,NOUN
tagano,tagáno,food,NOUN
taganó,taganó,sustenance,NOUN
tagéy,tagéy,"above, top, summit",NOUN
tagíbi,tagíbi,to care for a baby,NOUN
tagláñg,tagláñg,rib‚ frame,NOUN
tagleey,tágley,"neck, shoulder",NOUN
tagleéy,tagleéy,"loud cry, wail",NOUN
tágnaw,tágnaw,to frighten,NOUN
tágpas,tágpas,"to cut down, mow ",V
tágpi,tágpi,"patch, to patch ",V
taí,taí,"excrement, to defecate",NOUN
tákal,tákal,to measure ,NOUN
takátak,takátak,"to scatter messily, make a mess ",NOUN
takáyan,takáyan,"stairway, staircase",NOUN
takbá,takbá,to fall forward ,V
tákbono,takbá,to arrive at a party or reception ,V
takél,takél,"forest, woods",NOUN
takér,takér,"rope, to tie with rope",NOUN
takéw,także,to steal ,NOUN
takiás,takiás,"to escape, go away ",V
takíling,takíling,to peep ,ADJ
takkén,takken,older man or woman,NOUN
táklab,táklab,covering,V
takláy,takláy,"arm, sleeve of a dress",V
takót,takót,"fear, to frighten ",NOUN
takúbuno,takúb,to witness ,NOUN
talá,talá,let’s go ,NOUN
talabá,talabá,oyster,NOUN
tálag,tálag,rarity,NOUN
talagá,talagá,"surely, indeed, truly, really, certainly",ADV
talápos,talápos,to run over ,V
taláran,taláran,"to wait, stand watch ",NOUN
tálba,tálba,"all, every",NOUN
talék,talék,"trust, confidence, to trust  ",NOUN
talikoróg,talikoróg,to vie with one another,NOUN
talíma,talíma,to look after someone ,NOUN
talinó,talinó,goodness,NOUN
talíntao,talíntao,"picture, image",NOUN
tálkan,tálkan,rashness,NOUN
taló,taló,three,NOUN
tálo,tálo,"to win, conquer, defeat ",NOUN
talókap,talókap,eyelid,NOUN
talókboñg,talókboñg,"headgear, veil",NOUN
talómplo,talómplo,thirty,NOUN
talón,talón,eggplant,NOUN
taloñgáriñg,taloñgáriñg,"advantage, excellence, ambition",NOUN
talós,talós,"understand, interpret, understand",NOUN
tálsik,tálsik,splash,V
talyási,talyási,vat,NOUN
tambál,tambál,"medicine, to cure, heal",NOUN
tambalan,tambál,"healer, physician",NOUN
tambáyo,tambáyo,to manifest affection,NOUN
tamból,tamból,drum (musical),NOUN
támbotámboñg,támbotámboñg,soupy dessert containing balls of sticky rice,NOUN
tampol,tampól,immediately,ADV
tampól,tampól,"immediately, simultaneously, at the same time",NOUN
támpol,támpol,"to slap on the face, spank",NOUN
tamuró,tamuró,forefinger,NOUN
tan,tan,and,CCONJ
tanáman,tanáman,"plant, garden, orchard, to plant ",NOUN
tandá,tandá,"sign, signal",NOUN
tandúro,tandúro,"praise, honor",NOUN
taném,taném,"to plant, sow",V
tañgá,tañgá,stupid,NOUN
tañgán,tañgán,"thumb, big toe ",NOUN
tañgáy,tañgáy,"to drink from a glass, drink to ",NOUN
tañgér,tañgér,"greet, affirmation, nod",NOUN
táñgkE,táñgkE,"tank, water tank",NOUN
tañguá,tañguá,"up, to look up ",NOUN
taniáreg,taniáreg,speechless,NOUN
tanól,tanól,"loud sound, explosion",NOUN
tánquE,tánquE,see tañgkE,NOUN
tantán,tantán,"calm, become calm, slow down ",NOUN
tántiya,tántiya,estimate,V
táo,táo,"people, persons",NOUN
taoen,táwen,"sky, heaven",NOUN
taól,taól,bark,NOUN
taon,taón,year,NOUN
taón,taón,"age, year",NOUN
tapák,tapák,"to step on, tread on, go barefoot",V
tapakán,tapakán,"slippers, sandals",NOUN
tápay,tápay,to knead dough,NOUN
tapéw,tapéw,"above, on top, to put on top ",NOUN
táplak,táplak,spread,V
tapón,tapón,cork,NOUN
tapóñg,tapóñg,to pound,V
tarátar,tarátar,scattered in a heap,NOUN
tarém,tarém,"blade, edge",NOUN
tári,tári,"spur of rooster, blades added to spur for cockfight",NOUN
taríkin,taríkin,handsome,NOUN
taríwa,taríwa,fresh ,ADJ
tarók,tarók,"bring, take, carry with one",V
tárya,tárya,to reserve,NOUN
tása,tá sa,cup,NOUN
tási,tási,"witness, to testify",NOUN
tástas,tástas,to unstitch,V
taták,taták,"engraving, trademark, brand",NOUN
tátay,tátay,term of address or reference for one’s father,NOUN
tatkén,tatkén,see takkén,ADJ
tatoo,too,"person, people",NOUN
tatuá,tatuá,to deny,NOUN
taúsi,taúsi,salted beans ,NOUN
taúyo,taúyo,soy sauce,NOUN
tawa,tawá,"to call, name",V
táwag,táwag,"to call, summon",V
táwal,táwal,"acceptable price, bargain, to bargain",NOUN
táwas,táwas,performance of ritual designed to cure sickness,NOUN
tawáy,tawáy,"flavor, taste, to taste",NOUN
tawen,táwen,"sky, heaven",NOUN
táwen,táwen,"sky, heaven",NOUN
tawír,tawír,"inheritance, to inherit",NOUN
tawtáw,tawtáw,"lost in a crowd, misplaced, to lose",V
táyak,táyak,"to spread, let out news",V
tayaketék,tayaketék,continuous but slow pattern of raindrops,NOUN
tayegtég,tayegtég,"to tremble, shake in spasms ",NOUN
taynán,taynán,"to escape, abandon, leave",NOUN
tayó,tayó,"we, us, our",PRON
taytáy,taytáy,"bridge, to bridge , cross a bridge ",NOUN
tebág,tebág,"to crumble, crumbling, eroded",NOUN
tebeqen,tébeq,"to strike, ask",V
teén,teén,"to place in lines one over the other, to center an object",NOUN
tegtég,tegtég,to sever or divide with a sharp instrument,V
tekáp,tekáp,chapter,V
tekép,tekép,"to affiliate, include, join ",V
tekiáb,tekiáb,to fly ,V
tekniko,tekniko,technical,ADJ
"teldán, teldón",teldán,"to cease, stop",NOUN
tElÉfono,tElÉfono,telephone,NOUN
telegráma,telegráma,telegram,NOUN
télek,télek,"deaf, to become deaf, deafen",NOUN
telekan,telek,to stare,V
temék,temék,to crush ,V
tÉmplo,tÉmplo,temple,NOUN
tepéc,tepéc,beak,NOUN
tepél,tepél,"to endure, patience, endurance",NOUN
tepét,tepét,"question, to ask, question ",NOUN
terák,terák,"to fire, explode",NOUN
tÉrcEr,tÉrcEr,third ,NUM
térter,térter,"to flow in dribbles, leak ",NOUN
tEsorÉro,tEsorÉro,treasurer,NOUN
tEstimónyo,tEstimónyo,testimony,NOUN
tetél,tetél,"blamed, to blame ",NOUN
ti,ti,we,DET / PART
tiá,tiá,"aunt, female relative ",NOUN
tíbi,tíbi,television,NOUN
tibukel,tikél,"whole, entire",ADJ
tigsisiám,siám,nine each,NUM
tikéy,tikéy,short,NOUN
tikiáb,kiáb,to fly ,V
tikléb,kleb,"to be upside down, lie on one’s stomach ",NOUN
tíkom,kom,close the lips or mouth,V
tila,tilá,"false, untrue",ADJ
tilá,tilá,"lie, falsehood, to lie ",V
tíla,tíla,see ti,ADV
tíla ,tíla,let’s go ,ADV
tilák,tilák,"to stay, remain behind, to leave behind ",NOUN
tilasika,tílasik,"splash, splatter",NOUN
timbá,timbá,"pail, bucket",NOUN
tímbañg,timbañg,weigh,NOUN
timbukél,bukél,"around, circumference, to put around",NOUN
timél,timél,flea,NOUN
timír,timír,chin,NOUN
timplá,timplá,mix,V
tinangay,táñgay,looked up to,V
tinaón,taón,annual,NOUN
tinapá,tapá,smoked fish,NOUN
tinapay,tinápay,bread,NOUN
tinápay,tápay,bread,NOUN
tinaynan,táynan,"left, abandoned",V
tindáan,tindá,"market, to go to market",NOUN
tíndek,tíndek,"anxious, be anxious ",V
tiñggál,tiñggál,five centavos,NOUN
tíñgit,tíñgit,"small, tiny",NOUN
tíñgtiñg,tíñgtiñg,coconut midribs used for native yard broom,NOUN
tinmakken,tákken,"grew up, became big",V
tínta,tinta (Spanish),ink,NOUN
tió,tió,"uncle, male relative of parents’ generation",NOUN
típay,típay,to shape,NOUN
típkel,tipkel,"to live with, join ",NOUN
típon,típon,"assembly, gathering",V
tirakiáñg,rakíáñg,"to fall on one’s back, place right side up",NOUN
tiwél,tiwél,rabies,NOUN
to,to,"his, her, its",PRON
toálla,toálla,towel,NOUN
tobakiár,bakíár,to fall upside down,NOUN
tóbat,tóbat,to worsen ,NOUN
tobó,tobó,"growth, to sprout, grow, increase ",NOUN
tóbo,tóbo,"profit, gain from transaction, to make proft",NOUN
tobóñg,tobóñg,"to enter, put something inside",NOUN
todyó,todyó,"wise, of good repute and sound judgement",NOUN
toék,toék,to bow the head,V
togióp,gióp,to assemble,V
toglép,glép,"be overcome with sleep, shut one’s eyes without meaning to because of weariness",V
tógtog,tógtog,to play a musical instrument ,V
tokdól,tokdól,"donation, contribution ",NOUN
tokláw,tokláw,to touch the eyes ,V
tóklaw,tóklaw,bitten ,V
tókso,tókso,temptation,NOUN
toktók,toktók,"top, summit",NOUN
tolák,tolák,"to push, thrust",V
tolín,tolín,to roll ,NOUN
toló,toló,ahead,V
tolók,tolók,to obey ,NOUN
tóloñg,tóloñg,"help, aid, assistance, to help ",V
tolót,tolót,"to fight unarmed, wrestle ",NOUN
tolóy,tolóy,"to be able to proceed, to go immediately ",V
tóloy,tóloy,"always, to be always ",V
tomá,tomá,body louse,V
tombalík,balík,inverted order,V
tombók,tombók,key,NOUN
tonáw,tonáw,"to melt, dissolve",V
tondá,tondá,"to stop, cease ",NOUN
tonggál,tonggál,"every, for each, to each, apiece",V
tóngkab,tóngkab,to force open with any instrument,NOUN
tongtóng,tongtóng,"story, tale, conversation, to converse, talk with ",V
tongtongán,tongtóng,agreement,NOUN
tónog,tónog,to go from house to house ,NOUN
tonóng,tonóng,"reasonable, just, convenient",V
tontón,tontón,"to trace, follow",V
tontónan,tontón,small bridge,NOUN
too,too,"person, people",NOUN
toó,toó,"person, man ",V
toón,toón,to put over,NOUN
tóor,tóor,"keep a promise, remain faithful",NOUN
topág,topág,"to match, pair",NOUN
tópak,tópak,"to cast, throw ",NOUN
topí,topí,fold,NOUN
torék,torék,"to prick, stick, stake",NOUN
tóriñg,tóriñg,to consider,NOUN
toró,toró,"to point out, indicate with the finger",NOUN
torók,torók,"to prick, spear, to be pricked with something",V
tórrE,torre (Spanish),tower,NOUN
tóyak,tóyak,to become popular ,V
tóyaw,tóyaw,to manifest respect or affection,V
toyó,toyó,dried salted fish about the size of a large sardine,NOUN
toyóñg,toyóñg,"to point at, direct ",NOUN
trabaho,trabáho,"work, job",NOUN
trabájo,trabájo,"job, work, occupation",NOUN
transístor,transístor,transistor radio,NOUN
trÉnta,trÉnta,thirty,NUM
trÉs,trÉs,three ,NUM
trÉsE,trÉsE,thirteen,NUM
trígo,trígo,wheat,NOUN
trómpo,trómpo,children toy,NOUN
tróso,tróso,piece of lumber,NOUN
tsá,tsá,older woman,NOUN
tua,tuá,"true, truth",NOUN
tuan,tuá,"true, truth",ADJ
túbo,túbo,water pipe,NOUN
tuká,tuká,vinegar,NOUN
tula,tulá,poem,NOUN
tungtung,tuñgtuñg,"discussion, conversation",NOUN
turismo,turismo,tourism,NOUN
turnílyo,tornillo (Spanish),screw,NOUN
úbas,úbas,grapes,NOUN
ubi,ubí,yam,NOUN
ugál,ugál,lost,ADJ
ugip,ugip,sleep,NOUN
úgma,úgma,"old days, ancient times",NOUN
úgman,úgman,"real, true, genuine, unaffected",ADJ
uhá,uhá,cry of newborn baby,NOUN
uká,uká,"dug, rutted, to dig up",ADJ
ukák,ukák,loose,ADJ
ukéd,ukéd,"kind, type",NOUN
ukilkil,ukilkil,to persist,V
ulá,ulá,to speak self-deprecatingly,V
ulat,ulát,"scar, mark",NOUN
úlcer,úlcer,ulcer,NOUN
uley,uley,"rule, governance",NOUN
ulimék,ulimék,silent,ADJ
ulípba,ulípba,black,ADJ
ulok,uló,my head,NOUN
ultimó,ultimó,last in series,ADJ
úma,úma,"village, barrio",NOUN
umaanlong,anlong,"poet, composer of poems",NOUN
úna,úna,one,NUM
unás,unás,sugar cane,NOUN
úni,úni,"bird song, to sing",V
unifórmE,unifórmE,uniform,NOUN
universidad,universidad,university,NOUN
universidád,universidád,university,NOUN
unlaak,unlaá,to go,V
unlalabas,labás,"passing, going by",V
unliningneng,néngneng,"to look, see",V
unlirepak,lirepak,"to sigh, gasp",V
unlukso,lúkso,"to jump, leap",V
unniningneng,nengneng,is looking back (Actor focus + reduplication),V
úno,úno,one,NUM
unsabi,sábi,"to arrive, come",V
unsalita,salitá,"to speak, say",V
uran,urán,rain,NOUN
urbanidád,urbanidád,"character, conduct",NOUN
urdana,Urduja,Urduja,PROPN
usár,usár,"to use, wear",V
úsig,úsig,to investigate,V
úso,úso,"mode, style",NOUN
uyám,uyám,sarcastic,ADJ
vacúna,vacúna,"vaccination, to vaccinate ",NOUN
Vélo,Vélo,veil,NOUN
vétsin,vétsin,baby ,NOUN
viérnes,viérnes,"caterpillars, crawling grubs and insects",PROPN
vocál,vocál,member of the Provincial Board ,NOUN
wáb,wáb,yawn,V
wadiá,wadiá,existing here,ADV
wadmán,wadmán,existing there,ADV
wadtán,wadtán,existing there,ADV
wadya,wadyá,existing here,V
wagwág,wagwág,"shake out a sack, empty a container",V
walá,walá,exists,ADV
walad,walá,"is in, at",V
walay,walá,there is,V
walná,walná,"character, attitude",NOUN
waló,waló,eight,NUM
walsík,walsík,"sprinkle, instrument for sprinkling holy water",NOUN
wandág,wandág,direct sun or light illumination,V
wári,wári,"nearly, it should be so",ADV
wÉlga,wÉlga,industrial strike,NOUN
ya,ya,(linker),PART
ya,ya,this,PRON
yabét,yabét,to hand something over,V
yagyág,yagyág,falling,V
yakét,yakét,sap,NOUN
yálay,yálay,offer,NOUN
yaman,yáman,wealth,NOUN
yáman,yáman,wealth,NOUN
yamót,yamót,secret,NOUN
yan,yan,to put,V
yánoyáno,yánoyáno,playful,ADJ
yaóng,yaóng,deep plate,NOUN
yapák,yapák,"to step on, tread on",V
yapákan,yapák,"to step on, tread on",V
yapákyapák,yapák,"to stamp, trample",V
yári,yári,"completion, finish completely, bring to fruition",NOUN
yátol,yátol,to keep,V
yatyát,yatyát,width,NOUN
yegyég,yegyég,"tremor, earthquake, shaking",NOUN
yÉlo,yÉlo,ice,NOUN
yo,yo,"your, you",PRON
yogtán,yogtán,"ray, shark",NOUN
yogyóg,yogyóg,to shake,V
yókyok,yókyok,to bow the head in discouragement,V
yománg,yománg,commonplace and little appreciated,ADJ
yómbang,yómbang,"cured, to heal, become better",ADJ
yómis,yómis,neat,ADJ
yon,yo,"your, you",PRON
yongyóng,yóngyong,"to bend, to look over",V
yóngyong,yóngyong,"shelter, shed",NOUN
yopót,yopót,to empty completely,V
yóro,yóro,"knife, dagger",NOUN
yosáos,yosáos,to tell,V
yoyo,yoyo,yoyo,NOUN
akbitbiten,bitbit,I will hold/carry,V
amamayoen,mayo,will be comforted/consoled,V
angga'd,angga,"until, up to",ADP
binangonan,bangon ,was born,V
da'y,da ,"contraction of ""day ya""",DET
day,day,"the, that",DET
is,say,"contraction of ""ed say""",DET
ka,ka,you ,PRON
katekep,tekep,will embrace/hold,V
kauyos,uyos,"calmness, tranquility, peace",NOUN
kon,kon ,"if, when",PART
la,la,already,PART
la'y,la,"contraction of ""la ed""",PART
lalo,lalo,"more, especially",ADV
lapu'd,lapu,"after, because of",SCONJ
lay,lay,"is, are",AUX
linaew,linaew,"spirit, soul, breath",NOUN
linggas,lingsag,was shaken/disturbed,VERB
mapalpalna'y,palna,will be caressed/gently touched,V
mareen,reen,"quiet, still, calm",ADJ
nalingwanan,lingaw,was forgotten,V
nanonotan,noton,was thought about/remembered,V
napunas,punas,was erased/wiped away,V
sikan,ka,you,PRON
the,ed,"in, at, on",ADP
ugalim,ugalim,my darling/my dear,NOUN
toon,toon,person ,NOUN
unniningneng,anengneng,look back/see,VERB
panunlaan,lunla,destination,NOUN
nipeg,pig,should/ought,AUX
on-,on-,"[prefix for actor focus] (e.g., on-la -> to go)",X
nan-,nan-,"[prefix for past actor] (e.g., nan-ayam -> resided)",X
maka-,maka-,"[prefix for ability] (e.g., maka-akar -> able to walk)",X
paka-,paka-,"[prefix for gerund/abstract] (e.g., paka-yari -> power)",X
panag-,panag-,"[prefix for profession/habit] (e.g., panag-tinda -> selling)",X
-in-,-in-,[infix for completed aspect / past tense],X
na-,na-,[prefix for ability / passive state],X
ma-,ma-,[prefix for adjective marker],X
REDUP,REDUP,[process for plural / intensive meaning] (Requires code to strip repeated syllable),X
-y,-y,[clitic suffix] - separate as 'say' (topic marker),X
-t,-t,[clitic suffix] - separate as 'met' (also/too),X
